Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,1/26/2017 1:00,2017,1,26,1,299,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 2:00,2017,1,26,2,328,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 3:00,2017,1,26,3,361,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 4:00,2017,1,26,4,353,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 5:00,2017,1,26,5,355,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 6:00,2017,1,26,6,331,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 7:00,2017,1,26,7,311,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 8:00,2017,1,26,8,290,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 9:00,2017,1,26,9,288,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 10:00,2017,1,26,10,289,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 11:00,2017,1,26,11,308,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 12:00,2017,1,26,12,311,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 13:00,2017,1,26,13,152,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 14:00,2017,1,26,14,93,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 15:00,2017,1,26,15,38,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 16:00,2017,1,26,16,14,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 17:00,2017,1,26,17,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 18:00,2017,1,26,18,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 19:00,2017,1,26,19,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 20:00,2017,1,26,20,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 21:00,2017,1,26,21,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 22:00,2017,1,26,22,3,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/26/2017 23:00,2017,1,26,23,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 0:00,2017,1,27,0,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 1:00,2017,1,27,1,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 2:00,2017,1,27,2,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 3:00,2017,1,27,3,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 4:00,2017,1,27,4,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 5:00,2017,1,27,5,5,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 6:00,2017,1,27,6,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 7:00,2017,1,27,7,17,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 8:00,2017,1,27,8,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 9:00,2017,1,27,9,13,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 10:00,2017,1,27,10,28,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 11:00,2017,1,27,11,27,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 12:00,2017,1,27,12,48,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 13:00,2017,1,27,13,42,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 14:00,2017,1,27,14,48,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 15:00,2017,1,27,15,46,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 16:00,2017,1,27,16,53,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 17:00,2017,1,27,17,65,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 18:00,2017,1,27,18,76,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 19:00,2017,1,27,19,97,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 20:00,2017,1,27,20,118,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 21:00,2017,1,27,21,171,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 22:00,2017,1,27,22,261,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/27/2017 23:00,2017,1,27,23,359,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 0:00,2017,1,28,0,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 1:00,2017,1,28,1,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 2:00,2017,1,28,2,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 3:00,2017,1,28,3,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 4:00,2017,1,28,4,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 5:00,2017,1,28,5,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 6:00,2017,1,28,6,-999,?g/m?,1 Hr,Missing
Beijing,PM2.5,1/28/2017 7:00,2017,1,28,7,450,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 8:00,2017,1,28,8,395,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 9:00,2017,1,28,9,313,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 10:00,2017,1,28,10,267,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 11:00,2017,1,28,11,262,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 12:00,2017,1,28,12,275,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 13:00,2017,1,28,13,257,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 14:00,2017,1,28,14,241,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 15:00,2017,1,28,15,254,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 16:00,2017,1,28,16,262,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 17:00,2017,1,28,17,262,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 18:00,2017,1,28,18,246,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 19:00,2017,1,28,19,251,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 20:00,2017,1,28,20,269,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 21:00,2017,1,28,21,282,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 22:00,2017,1,28,22,299,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/28/2017 23:00,2017,1,28,23,287,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 0:00,2017,1,29,0,313,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 1:00,2017,1,29,1,307,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 2:00,2017,1,29,2,259,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 3:00,2017,1,29,3,42,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 4:00,2017,1,29,4,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 5:00,2017,1,29,5,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 6:00,2017,1,29,6,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 7:00,2017,1,29,7,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 8:00,2017,1,29,8,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 9:00,2017,1,29,9,13,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 10:00,2017,1,29,10,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 11:00,2017,1,29,11,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 12:00,2017,1,29,12,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 13:00,2017,1,29,13,18,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 14:00,2017,1,29,14,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 15:00,2017,1,29,15,15,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 16:00,2017,1,29,16,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 17:00,2017,1,29,17,17,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 18:00,2017,1,29,18,15,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 19:00,2017,1,29,19,15,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 20:00,2017,1,29,20,14,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 21:00,2017,1,29,21,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 22:00,2017,1,29,22,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/29/2017 23:00,2017,1,29,23,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 0:00,2017,1,30,0,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 1:00,2017,1,30,1,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 2:00,2017,1,30,2,14,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 3:00,2017,1,30,3,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 4:00,2017,1,30,4,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 5:00,2017,1,30,5,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 6:00,2017,1,30,6,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 7:00,2017,1,30,7,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 8:00,2017,1,30,8,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 9:00,2017,1,30,9,17,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 10:00,2017,1,30,10,13,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 11:00,2017,1,30,11,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 12:00,2017,1,30,12,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 13:00,2017,1,30,13,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 14:00,2017,1,30,14,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 15:00,2017,1,30,15,15,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 16:00,2017,1,30,16,20,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 17:00,2017,1,30,17,25,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 18:00,2017,1,30,18,121,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 19:00,2017,1,30,19,86,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 20:00,2017,1,30,20,72,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 21:00,2017,1,30,21,75,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 22:00,2017,1,30,22,72,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/30/2017 23:00,2017,1,30,23,73,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 0:00,2017,1,31,0,86,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 1:00,2017,1,31,1,95,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 2:00,2017,1,31,2,98,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 3:00,2017,1,31,3,102,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 4:00,2017,1,31,4,100,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 5:00,2017,1,31,5,111,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 6:00,2017,1,31,6,113,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 7:00,2017,1,31,7,112,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 8:00,2017,1,31,8,100,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 9:00,2017,1,31,9,102,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 10:00,2017,1,31,10,91,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 11:00,2017,1,31,11,79,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 12:00,2017,1,31,12,77,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 13:00,2017,1,31,13,75,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 14:00,2017,1,31,14,78,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 15:00,2017,1,31,15,80,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 16:00,2017,1,31,16,82,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 17:00,2017,1,31,17,77,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 18:00,2017,1,31,18,76,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 19:00,2017,1,31,19,98,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 20:00,2017,1,31,20,110,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 21:00,2017,1,31,21,55,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 22:00,2017,1,31,22,15,?g/m?,1 Hr,Valid
Beijing,PM2.5,1/31/2017 23:00,2017,1,31,23,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 0:00,2017,2,1,0,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 1:00,2017,2,1,1,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 2:00,2017,2,1,2,5,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 3:00,2017,2,1,3,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 4:00,2017,2,1,4,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 5:00,2017,2,1,5,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 6:00,2017,2,1,6,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 7:00,2017,2,1,7,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 8:00,2017,2,1,8,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 9:00,2017,2,1,9,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 10:00,2017,2,1,10,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 11:00,2017,2,1,11,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 12:00,2017,2,1,12,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 13:00,2017,2,1,13,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 14:00,2017,2,1,14,14,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 15:00,2017,2,1,15,19,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 16:00,2017,2,1,16,17,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 17:00,2017,2,1,17,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 18:00,2017,2,1,18,51,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 19:00,2017,2,1,19,57,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 20:00,2017,2,1,20,95,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 21:00,2017,2,1,21,125,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 22:00,2017,2,1,22,134,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/1/2017 23:00,2017,2,1,23,146,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 0:00,2017,2,2,0,181,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 1:00,2017,2,2,1,190,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 2:00,2017,2,2,2,154,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 3:00,2017,2,2,3,121,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 4:00,2017,2,2,4,90,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 5:00,2017,2,2,5,65,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 6:00,2017,2,2,6,52,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 7:00,2017,2,2,7,40,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 8:00,2017,2,2,8,31,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 9:00,2017,2,2,9,35,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 10:00,2017,2,2,10,41,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 11:00,2017,2,2,11,64,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 12:00,2017,2,2,12,59,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 13:00,2017,2,2,13,61,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 14:00,2017,2,2,14,69,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 15:00,2017,2,2,15,73,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 16:00,2017,2,2,16,79,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 17:00,2017,2,2,17,79,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 18:00,2017,2,2,18,105,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 19:00,2017,2,2,19,130,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 20:00,2017,2,2,20,153,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 21:00,2017,2,2,21,156,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 22:00,2017,2,2,22,167,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/2/2017 23:00,2017,2,2,23,178,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 0:00,2017,2,3,0,211,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 1:00,2017,2,3,1,216,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 2:00,2017,2,3,2,226,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 3:00,2017,2,3,3,233,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 4:00,2017,2,3,4,200,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 5:00,2017,2,3,5,130,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 6:00,2017,2,3,6,84,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 7:00,2017,2,3,7,80,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 8:00,2017,2,3,8,79,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 9:00,2017,2,3,9,78,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 10:00,2017,2,3,10,68,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 11:00,2017,2,3,11,71,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 12:00,2017,2,3,12,83,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 13:00,2017,2,3,13,107,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 14:00,2017,2,3,14,142,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 15:00,2017,2,3,15,151,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 16:00,2017,2,3,16,198,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 17:00,2017,2,3,17,224,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 18:00,2017,2,3,18,252,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 19:00,2017,2,3,19,260,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 20:00,2017,2,3,20,284,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 21:00,2017,2,3,21,300,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 22:00,2017,2,3,22,319,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/3/2017 23:00,2017,2,3,23,315,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 0:00,2017,2,4,0,317,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 1:00,2017,2,4,1,322,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 2:00,2017,2,4,2,330,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 3:00,2017,2,4,3,338,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 4:00,2017,2,4,4,351,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 5:00,2017,2,4,5,372,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 6:00,2017,2,4,6,386,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 7:00,2017,2,4,7,376,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 8:00,2017,2,4,8,365,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 9:00,2017,2,4,9,322,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 10:00,2017,2,4,10,303,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 11:00,2017,2,4,11,297,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 12:00,2017,2,4,12,291,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 13:00,2017,2,4,13,297,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 14:00,2017,2,4,14,290,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 15:00,2017,2,4,15,297,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 16:00,2017,2,4,16,352,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 17:00,2017,2,4,17,359,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 18:00,2017,2,4,18,365,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 19:00,2017,2,4,19,363,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 20:00,2017,2,4,20,38,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 21:00,2017,2,4,21,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 22:00,2017,2,4,22,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/4/2017 23:00,2017,2,4,23,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 0:00,2017,2,5,0,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 1:00,2017,2,5,1,11,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 2:00,2017,2,5,2,22,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 3:00,2017,2,5,3,26,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 4:00,2017,2,5,4,18,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 5:00,2017,2,5,5,19,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 6:00,2017,2,5,6,22,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 7:00,2017,2,5,7,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 8:00,2017,2,5,8,13,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 9:00,2017,2,5,9,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 10:00,2017,2,5,10,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 11:00,2017,2,5,11,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 12:00,2017,2,5,12,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 13:00,2017,2,5,13,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 14:00,2017,2,5,14,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 15:00,2017,2,5,15,12,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 16:00,2017,2,5,16,19,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 17:00,2017,2,5,17,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 18:00,2017,2,5,18,5,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 19:00,2017,2,5,19,5,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 20:00,2017,2,5,20,5,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 21:00,2017,2,5,21,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 22:00,2017,2,5,22,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/5/2017 23:00,2017,2,5,23,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 0:00,2017,2,6,0,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 1:00,2017,2,6,1,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 2:00,2017,2,6,2,4,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 3:00,2017,2,6,3,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 4:00,2017,2,6,4,5,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 5:00,2017,2,6,5,3,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 6:00,2017,2,6,6,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 7:00,2017,2,6,7,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 8:00,2017,2,6,8,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 9:00,2017,2,6,9,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 10:00,2017,2,6,10,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 11:00,2017,2,6,11,10,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 12:00,2017,2,6,12,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 13:00,2017,2,6,13,8,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 14:00,2017,2,6,14,6,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 15:00,2017,2,6,15,7,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 16:00,2017,2,6,16,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 17:00,2017,2,6,17,9,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 18:00,2017,2,6,18,16,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 19:00,2017,2,6,19,19,?g/m?,1 Hr,Valid
Beijing,PM2.5,2/6/2017 20:00,2017,2,6,20,24,?g/m?,1 Hr,Valid
